Title,Author,Rating,User_id,isbn,num_ratings,avg_rating,num_pages,review,date_started,date_read,date_added,format,date_pub_edition
"Women of the Silk
        (Women of the Silk #1)","Tsukiyama, Gail",5,117995659,0312099436,"16,906",3.95,278pp,"Women Of The Silk is a poignant telling of the intersectionality of womanhood while weaving together historical context in China. I loved the characteWomen Of The Silk is a poignant telling of the intersectionality of womanhood while weaving together historical context in China. I loved the characters so much and they felt alive beyond the paper. There was a lot of death in this book, contributing to an overarching team of life and rebirth. Pei, the main character is curious and kind, even though she witnesses the deaths of her friends and family. I like that the book emphasized the struggle for survival admist chaos, whether politically and personally. Overall it was a really good read!...more","Nov 10, 2024","Nov 13, 2024","Nov 05, 2024",Paperback,"Oct 15, 1993"
Daughters of the Deer,"Daniel, Danielle*",5,117995659,0735282080,"5,748",4.39,327pp,None,"Nov 05, 2024","Nov 08, 2024","Nov 05, 2024",Paperback,"Mar 08, 2022"
"Children of Virtue and Vengeance
        (Legacy of Orïsha, #2)","Adeyemi, Tomi*",1,117995659,1250170990,"77,349",3.89,404pp,None,"Nov 13, 2024Nov 13, 2024","Nov 28, 2024Nov 13, 2024","Nov 03, 2024",Hardcover,"Dec 03, 2019"
Teaching My Mother How to Give Birth,"Shire, Warsan*",5,117995659,1905233299,"21,048",4.24,37pp,None,"Oct 30, 2024","Oct 30, 2024","Oct 30, 2024",Paperback,"Dec 29, 2011"
Forget Me Not,"Derrick, Alyson*",5,117995659,166590237X,"9,844",4.25,320pp,None,"Oct 30, 2024","Oct 30, 2024","Oct 30, 2024",Hardcover,"Apr 04, 2023"
"All This Twisted Glory
        (This Woven Kingdom, #3)","Mafi, Tahereh",2,117995659,0062972502,"27,820",4.08,397pp,None,"Oct 28, 2024","Nov 05, 2024","Oct 28, 2024",Hardcover,"Feb 06, 2024"
"Malice
        (Malice Duology, #1)","Walter, Heather*",Invalid rating,117995659,1984818651,"31,705",3.93,470pp,None,"Oct 28, 2024","Oct 28, 2024","Oct 28, 2024",Hardcover,"Apr 13, 2021"
"Things Fall Apart
        (The African Trilogy, #1)","Achebe, Chinua",Invalid rating,117995659,,"398,848",3.74,215pp,None,not set,Sep 2024,"Oct 23, 2024",Paperback,Oct 1994
"The Dark Days Club
        (Lady Helen, #1)","Goodman, Alison*",Invalid rating,117995659,0670785474,"20,040",3.80,485pp,None,not set,Oct 2024,"Oct 23, 2024",Hardcover,"Jan 26, 2016"
"These Infinite Threads
        (This Woven Kingdom, #2)","Mafi, Tahereh",5,117995659,0062972499,"44,592",4.08,416pp,None,not set,Oct 2024,"Oct 23, 2024",Kindle Edition,"Feb 07, 2023"
"This Woven Kingdom
        (This Woven Kingdom, #1)","Mafi, Tahereh",Invalid rating,117995659,0062972464,"78,378",3.95,512pp,None,not set,Jan 2024,"Oct 15, 2024",ebook,"Feb 01, 2022"
"Clockwork Princess
        (The Infernal Devices, #3)","Clare, Cassandra*",Invalid rating,117995659,1406321346,"467,007",4.55,567pp,None,"Oct 15, 2024","Oct 15, 2024","Oct 15, 2024",Paperback,"Sep 05, 2013"
"Clockwork Prince
        (The Infernal Devices, #2)","Clare, Cassandra*",5,117995659,1416975888,"574,916",4.42,498pp,None,not set,Jan 2024,"Oct 15, 2024",Hardcover,"Dec 06, 2011"
"The Silver Mask
        (Magisterium, #4)","Black, Holly*",5,117995659,0545522390,"21,685",4.07,200pp,None,not set,Jan 2024,"Oct 07, 2024",ebook,"Oct 10, 2017"
"The Bronze Key
        (Magisterium,  #3)","Black, Holly*",5,117995659,0545522315,"27,789",4.08,249pp,None,not set,Jan 2024,"Oct 07, 2024",Hardcover,"Aug 30, 2016"
"The Copper Gauntlet
        (Magisterium, #2)","Black, Holly*",5,117995659,0545522285,"39,561",4.11,264pp,None,not set,Jan 2024,"Oct 07, 2024",Hardcover,"Sep 01, 2015"
"The Iron Trial
        (Magisterium, #1)","Black, Holly*",5,117995659,0545522250,"79,993",3.96,295pp,None,not set,Jan 2024,"Oct 07, 2024",Hardcover,"Sep 09, 2014"
The Bite of the Mango,"Kamara, Mariatu",5,117995659,1554511585,"4,175",3.98,216pp,None,not set,Jan 2024,"Oct 07, 2024",Paperback,"Sep 30, 2008"
"Lightlark
        (Lightlark, #1)","Aster, Alex*",3,117995659,1419760866,"270,292",3.85,416pp,"Wasn't that bad... I love the simplicity of the story, feels a little cliche though. However, it was a good nice read.Wasn't that bad... I love the simplicity of the story, feels a little cliche though. However, it was a good nice read....more",not set,Jan 2024,"Oct 07, 2024",Hardcover,"Aug 23, 2022"
"Clockwork Angel
        (The Infernal Devices, #1)","Clare, Cassandra*",5,117995659,1416975861,"861,996",4.31,479pp,None,"Oct 07, 2024","Oct 15, 2024","Oct 07, 2024",Hardcover,"Aug 31, 2010"
"The Accidental Apprentice
        (Wilderlore #1)","Foody, Amanda*",Invalid rating,117995659,,"3,588",4.26,304pp,None,not set,not set,"Aug 16, 2023",Hardcover,"Mar 30, 2021"
The Secret Lives of Baba Segi's Wives,"Shoneyin, Lola*",Invalid rating,117995659,0061946370,"14,959",4.08,280pp,None,not set,not set,"May 10, 2023",Hardcover,"Jun 29, 2010"
The Maidens,"Michaelides, Alex*",Invalid rating,117995659,1250304458,"406,671",3.62,337pp,None,not set,not set,"Mar 25, 2023",Hardcover,"Jun 15, 2021"
"A Conspiracy of Stars
        (Faloiv, #1)","Cole, Olivia A.*",Invalid rating,117995659,0062644238,"2,123",3.79,432pp,None,not set,not set,"Sep 17, 2022",Kindle Edition,"Jan 02, 2018"
"Until Friday Night
        (The Field Party, #1)","Glines, Abbi*",Invalid rating,117995659,1481438867,"67,726",3.86,336pp,None,not set,not set,"Oct 12, 2020",ebook,"Aug 25, 2015"
"Realm Breaker
        (Realm Breaker, #1)","Aveyard, Victoria*",2,117995659,,"39,387",3.58,0pp,None,not set,not set,"Sep 17, 2020",Audible Audio,"May 04, 2021"
"Ms. Marvel, Vol. 1: No Normal","Wilson, G. Willow*",5,117995659,078519021X,"92,114",4.11,120pp,None,not set,not set,"Aug 17, 2020",Paperback,"Oct 30, 2014"
Zodiac Starforce Volume 1: By the Power of Astra,"Panetta, Kevin",5,117995659,1616559136,"2,731",3.85,136pp,None,not set,not set,"Aug 17, 2020",Paperback,"Mar 09, 2016"
The Tiny Hero of Ferny Creek Library,"Bailey, Linda*",4,117995659,0062440934,462,3.99,336pp,None,not set,not set,"Aug 16, 2020",Hardcover,"Jun 20, 2017"
"MILA 2.0
        (MILA 2.0, #1)","Driza, Debra*",4,117995659,0062090364,"11,772",3.69,470pp,None,not set,not set,"Aug 16, 2020",Hardcover,"Mar 12, 2013"
Rebel Princess Guide,"West, Tracey*",5,117995659,1338556215,180,4.42,144pp,None,not set,not set,"Aug 12, 2020",Hardcover,"Sep 03, 2019"
"The War That Saved My Life
        (The War That Saved My Life, #1)","Bradley, Kimberly Brubaker*",2,117995659,0803740816,"110,139",4.49,316pp,None,not set,not set,"Aug 12, 2020",Hardcover,"Jan 08, 2015"
"Legend of the Fire Princess
        (She-Ra Graphic Novel #1)","D.G., Gigi",5,117995659,1338538950,"1,789",3.98,128pp,None,not set,not set,"Aug 12, 2020",Paperback,"Feb 04, 2020"
"The Selection
        (The Selection, #1)","Cass, Kiera*",2,117995659,0062059939,"1,695,379",4.07,336pp,None,not set,not set,"Aug 12, 2020",Hardcover,"Apr 24, 2012"
American Street,"Zoboi, Ibi*",3,117995659,0062473042,"21,737",4.00,336pp,None,not set,not set,"Aug 12, 2020",Hardcover,"Feb 14, 2017"
A Whole New World,"Braswell, Liz*",3,117995659,148470729X,"36,834",3.48,376pp,None,not set,not set,"Aug 12, 2020",Hardcover,"Sep 01, 2015"
"Mouseheart
        (Mouseheart, #1)","Fiedler, Lisa",4,117995659,144248781X,"1,530",4.01,315pp,None,not set,not set,"Aug 12, 2020",Hardcover,"May 20, 2014"
"Into the Wild
        (Warriors, #1)","Hunter, Erin",5,117995659,0061284203,"115,278",4.32,288pp,None,"Aug 12, 2020","Aug 28, 2020","Aug 12, 2020",Paperback,"Jan 06, 2004"
If Beale Street Could Talk,"Baldwin, James",5,117995659,0307275930,"73,551",4.27,197pp,None,"Aug 09, 2020","Aug 09, 2020","Aug 09, 2020",Paperback,"Oct 10, 2006"
"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions","Adichie, Chimamanda Ngozi",5,117995659,,"86,195",4.51,63pp,None,not set,not set,"Aug 09, 2020",Hardcover,"Mar 07, 2017"
Rain Reign,"Martin, Ann M.",4,117995659,0312643004,"23,828",4.22,226pp,None,not set,not set,"Aug 09, 2020",Hardcover,"Oct 07, 2014"
The Sun and Her Flowers,"Kaur, Rupi*",4,117995659,1449486797,"362,641",4.08,256pp,None,not set,not set,"Aug 02, 2020",Paperback,"Oct 03, 2017"
"Sisters
        (Smile, #2)","Telgemeier, Raina*",5,117995659,0545540607,"107,363",4.32,199pp,None,not set,not set,"Jul 27, 2020",Paperback,"Aug 26, 2014"
Drama,"Telgemeier, Raina*",5,117995659,0545326990,"156,051",4.18,238pp,None,not set,not set,"Jul 27, 2020",Paperback,"Sep 01, 2012"
Roller Girl,"Jamieson, Victoria",4,117995659,,"68,290",4.28,240pp,None,not set,not set,"Jul 27, 2020",Paperback,"Mar 10, 2015"
"Kristy's Great Idea: A Graphic Novel
        (The Baby-Sitters Club Graphic Novels #1)","Telgemeier, Raina*",4,117995659,,"93,903",4.15,192pp,None,not set,not set,"Jul 27, 2020",Library Binding,"Apr 01, 2006"
Ghosts,"Telgemeier, Raina*",5,117995659,0545540674,"151,875",4.21,256pp,None,not set,not set,"Jul 27, 2020",Kindle Edition,"Sep 13, 2016"
Where the Sidewalk Ends,"Silverstein, Shel",4,117995659,0060513039,"1,472,779",4.34,176pp,None,not set,not set,"Jul 27, 2020",Hardcover,Nov 2002
Milk and honey,"Kaur, Rupi*",4,117995659,1502784270,"766,500",3.97,204pp,None,not set,not set,"Jul 27, 2020",Paperback,"Nov 04, 2014"
The Truth About Forever,"Dessen, Sarah*",3,117995659,0142406252,"225,212",4.12,374pp,None,not set,not set,"Jul 27, 2020",Paperback,"May 11, 2004"
Holding Up the Universe,"Niven, Jennifer*",2,117995659,0385755929,"140,784",3.68,391pp,None,not set,not set,"Jul 27, 2020",Hardcover,"Oct 04, 2016"
Five Feet Apart,"Lippincott, Rachael*",2,117995659,,"247,907",4.18,288pp,None,not set,not set,"Jul 27, 2020",ebook,"Nov 20, 2018"
Turtles All the Way Down,"Green, John*",3,117995659,0525555366,"619,347",3.88,290pp,None,not set,not set,"Jul 27, 2020",Hardcover,"Oct 10, 2017"
"Me Before You
        (Me Before You, #1)","Moyes, Jojo*",5,117995659,0670026603,"1,747,818",4.26,369pp,None,not set,not set,"Jul 27, 2020",Hardcover,"Dec 31, 2012"
The Fault in Our Stars,"Green, John*",4,117995659,,"5,524,492",4.13,313pp,None,not set,not set,"Jul 27, 2020",Hardcover,"Jan 10, 2012"
I Am Enough,"Byers, Grace",5,117995659,0062667122,"11,575",4.33,32pp,None,not set,not set,"Jul 23, 2020",Hardcover,"Mar 06, 2018"
I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,"Yousafzai, Malala",4,117995659,0316322407,"608,954",4.16,327pp,None,Jan 2025,"Jan 02, 2025","Jul 23, 2020",Hardcover,"Oct 08, 2013"
Hair Love,"Cherry, Matthew A.",5,117995659,0525553363,"9,549",4.58,32pp,None,not set,not set,"Jul 23, 2020",Hardcover,"May 14, 2019"
"Dear Martin
        (Dear Martin, #1)","Stone, Nic*",4,117995659,,"83,422",4.33,224pp,None,not set,not set,"Jul 12, 2020",Hardcover,"Oct 17, 2017"
Becoming,"Obama, Michelle*",4,117995659,1524763136,"1,147,532",4.44,426pp,None,"Jul 11, 2020","Aug 28, 2020","Jul 11, 2020",Hardcover,"Nov 13, 2018"
"Smile
        (Smile, #1)","Telgemeier, Raina*",Invalid rating,117995659,0545132053,"297,753",4.23,214pp,None,not set,not set,"Jul 06, 2020",Hardcover,"Feb 01, 2010"
"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life","Wong, Ali*",Invalid rating,117995659,052550883X,"97,921",3.84,240pp,None,not set,not set,"Jul 06, 2020",Hardcover,"Oct 15, 2019"
Purple Hibiscus,"Adichie, Chimamanda Ngozi",Invalid rating,117995659,1616202416,"134,637",4.18,336pp,None,not set,not set,"Jul 06, 2020",Paperback,"Apr 17, 2012"
"Ghost
        (Track, #1)","Reynolds, Jason",Invalid rating,117995659,1481450158,"49,354",4.19,181pp,None,not set,not set,"Jul 06, 2020",Hardcover,"Aug 30, 2016"
On the Come Up,"Thomas, Angie*",3,117995659,,"99,269",4.26,464pp,None,not set,not set,"Jul 06, 2020",Hardcover,"Feb 05, 2019"
1984,"Orwell, George",3,117995659,,"5,138,372",4.20,298pp,None,not set,not set,"Jul 06, 2020",ebook,"Sep 03, 2013"
"The Ballad of Songbirds and Snakes
        (The Hunger Games, #0)","Collins, Suzanne",5,117995659,,"1,003,643",3.99,541pp,None,not set,not set,"Jul 06, 2020",Kindle Edition,"May 19, 2020"
"P.S. I Still Love You
        (To All the Boys I've Loved Before, #2)","Han, Jenny*",5,117995659,144242673X,"407,208",4.01,337pp,None,not set,not set,"Jul 06, 2020",Hardcover,"May 26, 2015"
"Insurgent
        (Divergent, #2)","Roth, Veronica*",1,117995659,0007442912,"1,584,096",3.97,525pp,None,not set,not set,"Jul 06, 2020",Hardcover,"May 01, 2012"
"Allegiant
        (Divergent, #3)","Roth, Veronica*",1,117995659,0007524277,"1,113,611",3.60,531pp,None,not set,not set,"Jul 06, 2020",Hardcover,"Oct 22, 2013"
"The 5th Wave
        (The 5th Wave, #1)","Yancey, Rick",3,117995659,0399162410,"472,523",4.00,457pp,None,not set,not set,"Jul 06, 2020",Hardcover,"May 07, 2013"
"Wonder
        (Wonder, #1)","Palacio, R.J.",5,117995659,0375869026,"1,159,709",4.36,315pp,None,not set,not set,"Jul 06, 2020",Hardcover,"Feb 14, 2012"
Before I Fall,"Oliver, Lauren*",5,117995659,0061726818,"343,491",3.88,470pp,None,not set,not set,"Jul 06, 2020",Paperback,"Oct 25, 2010"
"One of Us Is Lying
        (One of Us is Lying, #1)","McManus, Karen*",4,117995659,,"991,937",3.92,360pp,None,not set,not set,"Jul 06, 2020",ebook,"May 30, 2017"
We Were Liars,"Lockhart, E.*",4,117995659,0385741278,"1,249,203",3.66,242pp,None,not set,not set,"Jul 06, 2020",Kindle Edition,"May 13, 2014"
"Catching Fire
        (The Hunger Games, #2)","Collins, Suzanne",5,117995659,0439023491,"3,937,602",4.35,391pp,None,not set,not set,"Jul 06, 2020",Hardcover,"Sep 01, 2009"
"Mockingjay
        (The Hunger Games, #3)","Collins, Suzanne",5,117995659,0439023513,"3,528,461",4.11,390pp,None,not set,not set,"Jul 06, 2020",Hardcover,"Aug 24, 2010"
"The Giver
        (The Giver, #1)","Lowry, Lois*",4,117995659,0385732554,"2,702,753",4.12,208pp,None,not set,not set,"Jul 06, 2020",Paperback,"Jan 24, 2006"
"Children of Blood and Bone
        (Legacy of Orïsha, #1)","Adeyemi, Tomi*",5,117995659,1250170974,"243,123",4.11,544pp,None,"Oct 30, 2024","Nov 03, 2024","Jul 06, 2020",Hardcover,"Mar 06, 2018"
"Divergent
        (Divergent, #1)","Roth, Veronica*",4,117995659,0062024035,"4,248,916",4.14,487pp,None,not set,not set,"Jul 06, 2020",Paperback,"Feb 28, 2012"
"Wild Rum: A Coastal Caribbean Adventure
        (Tyson Wild Thriller Book 80)","Ellis, Tripp",Invalid rating,117995660,,38,4.68,275pp,None,"May 19, 2025","May 19, 2025","May 19, 2025",Kindle Edition,"May 19, 2025"
"Kane: Die This Day
        (Fear The Reaper Book 8)","Towns, Brent*",Invalid rating,117995660,1685494447,240,4.50,330pp,None,"May 18, 2025","May 19, 2025","May 18, 2025",Kindle Edition,"Apr 01, 2025"
"Kane: Dead Tomorrow
        (Fear the Reaper 7)","Towns, Brent*",Invalid rating,117995660,1685496075,848,4.47,280pp,None,"May 17, 2025","May 18, 2025","May 17, 2025",Kindle Edition,"Oct 17, 2023"
"Kane: Death Stalker
        (Fear the Reaper 6)","Towns, Brent*",Invalid rating,117995660,1685493424,640,4.38,294pp,None,"May 16, 2025","May 17, 2025","May 16, 2025",Kindle Edition,"Aug 29, 2023"
"Kane: Born of the Reaper
        (Fear the Reaper, #5)","Towns, Brent*",Invalid rating,117995660,1685490751,939,4.49,264pp,None,"May 15, 2025","May 16, 2025","May 15, 2025",Kindle Edition,"Jun 08, 2022"
"The Corps Justice #1-3
        (The Corps Justice #1-3)","Cooper, C.G.*",Invalid rating,117995660,,"4,302",4.27,634pp,None,"May 12, 2025","May 15, 2025","May 12, 2025",Kindle Edition,"Mar 13, 2013"
"Full Force
        (Mason Sharpe Thrillers Book 10)","Ryles, Logan*",Invalid rating,117995660,1837565546,505,4.57,378pp,None,"May 10, 2025","May 12, 2025","May 10, 2025",Kindle Edition,"Apr 27, 2025"
"Death Hunt
        (Breed Thrillers Book 11)","Curtis, Cameron",Invalid rating,117995660,1837565392,485,4.52,244pp,None,"May 09, 2025","May 10, 2025","May 09, 2025",Kindle Edition,"Mar 30, 2025"
"Trigger Point
        (Tom Rollins Thriller, #16)","Heatley, Paul*",Invalid rating,117995660,,"1,143",4.53,291pp,None,"May 08, 2025","May 09, 2025","May 08, 2025",Kindle Edition,"Mar 02, 2025"
The Road to Key West,"Reisig, Michael*",Invalid rating,117995660,0971369496,"1,198",3.99,255pp,None,"May 06, 2025","May 08, 2025","May 06, 2025",Kindle Edition,unknown
"Kane: Deep Black
        (Fear the Reaper, #4)","Towns, Brent*",Invalid rating,117995660,1685491103,"1,049",4.46,284pp,None,"May 05, 2025","May 06, 2025","May 05, 2025",Kindle Edition,"May 18, 2022"
"Kane: Darkness Upon Us
        (Fear The Reaper Book 3)","Towns, Brent*",Invalid rating,117995660,1685495400,"1,060",4.49,386pp,None,"May 03, 2025","May 05, 2025","May 03, 2025",Kindle Edition,"Jan 14, 2025"
"Kane: Center Mass
        (Fear The Reaper Book 2)","Towns, Brent*",Invalid rating,117995660,1685493769,"1,152",4.27,306pp,None,"Apr 30, 2025","May 03, 2025","Apr 30, 2025",Kindle Edition,"Dec 31, 2024"
"Kane: Tooth & Nail
        (Fear the Reaper Book 1)","Allen, Mark",Invalid rating,117995660,1685496261,95,4.49,360pp,None,"Apr 29, 2025","Apr 30, 2025","Apr 29, 2025",Kindle Edition,"Dec 17, 2024"
"The Second Letter
        (Jake Travis, #1)","Lane, Robert*",Invalid rating,117995660,,"1,000",4.19,314pp,None,"Apr 24, 2025","Apr 28, 2025","Apr 24, 2025",Kindle Edition,May 2023
"Wild Rogue: A Coastal Caribbean Adventure
        (Tyson Wild Thriller Book 79)","Ellis, Tripp",Invalid rating,117995660,,545,4.63,338pp,None,"Apr 23, 2025","Apr 24, 2025","Apr 23, 2025",Kindle Edition,"Apr 21, 2025"
"The Advocate
        (The Advocate, #1)","Burrell, Teresa*",Invalid rating,117995660,1938680014,"9,558",4.12,308pp,None,"Apr 22, 2025","Apr 23, 2025","Apr 22, 2025",Kindle Edition,"May 29, 2012"
"A Series of Events
        (Allen Crane Book 4)","Riesel, Rodney*",Invalid rating,117995660,,263,4.56,221pp,None,"Apr 21, 2025","Apr 22, 2025","Apr 21, 2025",Kindle Edition,"Sep 05, 2024"
"Random Events
        (Allen Crane Book 3)","Riesel, Rodney*",Invalid rating,117995660,,295,4.65,326pp,None,"Apr 20, 2025","Apr 21, 2025","Apr 20, 2025",Kindle Edition,"Aug 10, 2024"
"A Turn of Events
        (Allen Crane #2)","Riesel, Rodney*",Invalid rating,117995660,,357,4.43,254pp,None,"Apr 20, 2025","Apr 20, 2025","Apr 20, 2025",Kindle Edition,"Jul 01, 2022"
"The Maine Events
        (Allen Crane Book 1)","Riesel, Rodney*",Invalid rating,117995660,,439,4.47,415pp,None,"Apr 20, 2025","Apr 20, 2025","Apr 20, 2025",Kindle Edition,"May 08, 2021"
"Card, Unleashed: A Classic Western Adventure
        (Card Jordan Book 6)","Garner, Monty R.",Invalid rating,117995660,,213,4.56,304pp,None,"Apr 19, 2025","Apr 20, 2025","Apr 19, 2025",Kindle Edition,"Mar 11, 2025"
"Card, Duty Calls: A Classic Western Adventure
        (Card Jordan Book 5)","Garner, Monty R.",Invalid rating,117995660,,267,4.50,306pp,None,"Apr 19, 2025","Apr 19, 2025","Apr 19, 2025",Kindle Edition,"Feb 11, 2025"
"Card, Day of Reckoning: A Classic Western Adventure
        (Card Jordan Book 4)","Garner, Monty R.",Invalid rating,117995660,,298,4.58,334pp,None,"Apr 18, 2025","Apr 19, 2025","Apr 18, 2025",Kindle Edition,"Jan 14, 2025"
"Card, Taking Care of Business: A Classic Western Adventure
        (Card Jordan Book 3)","Garner, Monty R.",Invalid rating,117995660,,260,4.62,322pp,None,"Apr 18, 2025","Apr 18, 2025","Apr 18, 2025",Kindle Edition,"Dec 17, 2024"
"Card, Man of Justice: A Classic Western Adventure
        (Card Jordan Book 2)","Garner, Monty R.",Invalid rating,117995660,,298,4.60,332pp,None,"Apr 17, 2025","Apr 18, 2025","Apr 17, 2025",Kindle Edition,"Nov 19, 2024"
"Card, Kill Them All: A Western Justice Adventure
        (Card Jordan Book 1)","Garner, Monty R.",Invalid rating,117995660,,358,4.52,310pp,None,"Apr 16, 2025","Apr 17, 2025","Apr 16, 2025",Kindle Edition,"Oct 22, 2024"
"Grizzly Killer: Scarecrow
        (Grizzly Killer, #14)","Warenski, Lane R*",Invalid rating,117995660,1639771018,896,4.62,278pp,None,"Apr 14, 2025","Apr 14, 2025","Apr 14, 2025",Kindle Edition,"Dec 22, 2021"
"Grizzly Killer: Sacred Ground
        (Grizzly Killer, #13)","Warenski, Lane R*",Invalid rating,117995660,1647347238,900,4.65,308pp,None,"Apr 13, 2025","Apr 14, 2025","Apr 13, 2025",Kindle Edition,"Jun 01, 2021"
"Grizzly Killer: Hell on the Horizon
        (Grizzly Killer, #12)","Warenski, Lane R*",Invalid rating,117995660,1647342732,"1,012",4.62,268pp,None,"Apr 05, 2025","Apr 05, 2025","Apr 05, 2025",Kindle Edition,"Jan 20, 2021"
"Grizzly Killer: Spirits in the Wind
        (Grizzly Killer, #11)","Warenski, Lane R*",Invalid rating,117995660,1647343429,941,4.66,278pp,None,"Apr 04, 2025","Apr 05, 2025","Apr 04, 2025",Kindle Edition,"Jul 15, 2020"
Grizzly Killer: Books 1-10: A Mountain Man Western Series,"Warenski, Lane R",Invalid rating,117995660,1639776400,114,4.69,"2,763pp",None,"Mar 25, 2025","Apr 04, 2025","Mar 25, 2025",Kindle Edition,"Sep 10, 2024"
